State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
VT,Vermont,2017,April,Cocaine (T40.5),30,32,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,Cocaine (T40.5),29,31,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,Cocaine (T40.5),31,33,100,0,* Underreported due to incomplete data
VT,Vermont,2017,July,Cocaine (T40.5),35,37,100,0,* Underreported due to incomplete data
VT,Vermont,2017,August,Cocaine (T40.5),33,35,100,0,* Underreported due to incomplete data
VT,Vermont,2017,September,Cocaine (T40.5),29,30,100,0,* Underreported due to incomplete data
VT,Vermont,2017,October,Cocaine (T40.5),28,29,100,0,* Underreported due to incomplete data
VT,Vermont,2017,November,Cocaine (T40.5),36,38,100,0,* Underreported due to incomplete data
VT,Vermont,2017,December,Cocaine (T40.5),40,42,100,0,* Underreported due to incomplete data
VT,Vermont,2018,January,Cocaine (T40.5),43,45,100,0,* Underreported due to incomplete data
VT,Vermont,2015,January,Heroin (T40.1),31,32,100,0,
VT,Vermont,2015,February,Heroin (T40.1),27,28,100,0,
VT,Vermont,2015,March,Heroin (T40.1),29,30,100,0,
VT,Vermont,2015,April,Heroin (T40.1),31,32,100,0,
VT,Vermont,2015,May,Heroin (T40.1),32,33,100,0,
VT,Vermont,2015,June,Heroin (T40.1),31,32,100,0,
VT,Vermont,2015,July,Heroin (T40.1),33,34,100,0,
VT,Vermont,2015,August,Heroin (T40.1),35,36,100,0,
VT,Vermont,2015,September,Heroin (T40.1),35,36,100,0,
VT,Vermont,2015,October,Heroin (T40.1),31,32,100,0,
VT,Vermont,2015,November,Heroin (T40.1),32,33,100,0,
VT,Vermont,2015,December,Heroin (T40.1),31,32,100,0,
VT,Vermont,2016,January,Heroin (T40.1),32,33,100,0,
VT,Vermont,2016,February,Heroin (T40.1),35,36,100,0,
VT,Vermont,2016,March,Heroin (T40.1),35,36,100,0,
VT,Vermont,2016,April,Heroin (T40.1),36,37,100,0,
VT,Vermont,2016,May,Heroin (T40.1),38,39,100,0,
VT,Vermont,2016,June,Heroin (T40.1),38,39,100,0,
VT,Vermont,2016,July,Heroin (T40.1),37,38,100,0,
VT,Vermont,2016,August,Heroin (T40.1),40,41,100,0,
VT,Vermont,2016,September,Heroin (T40.1),44,45,100,0,
VT,Vermont,2016,October,Heroin (T40.1),49,50,100,0,
VT,Vermont,2016,November,Heroin (T40.1),48,49,100,0,
VT,Vermont,2016,December,Heroin (T40.1),50,51,100,0,
VT,Vermont,2017,January,Heroin (T40.1),51,51,100,0,* Underreported due to incomplete data
VT,Vermont,2017,February,Heroin (T40.1),52,52,100,0,* Underreported due to incomplete data
VT,Vermont,2017,March,Heroin (T40.1),53,53,100,0,* Underreported due to incomplete data
VT,Vermont,2017,April,Heroin (T40.1),52,52,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,Heroin (T40.1),50,50,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,Heroin (T40.1),52,52,100,0,* Underreported due to incomplete data
VT,Vermont,2017,July,Heroin (T40.1),53,54,100,0,* Underreported due to incomplete data
VT,Vermont,2017,August,Heroin (T40.1),48,49,100,0,* Underreported due to incomplete data
VT,Vermont,2017,September,Heroin (T40.1),44,45,100,0,* Underreported due to incomplete data
VT,Vermont,2017,October,Heroin (T40.1),39,40,100,0,* Underreported due to incomplete data
VT,Vermont,2017,November,Heroin (T40.1),43,44,100,0,* Underreported due to incomplete data
VT,Vermont,2017,December,Heroin (T40.1),40,40,100,0,* Underreported due to incomplete data
VT,Vermont,2018,January,Heroin (T40.1),40,40,100,0,* Underreported due to incomplete data
VT,Vermont,2015,January,Methadone (T40.3),4,4,100,0,
VT,Vermont,2015,February,Methadone (T40.3),5,5,100,0,
VT,Vermont,2015,March,Methadone (T40.3),5,5,100,0,
VT,Vermont,2015,June,Methadone (T40.3),9,9,100,0,
VT,Vermont,2015,July,Methadone (T40.3),9,9,100,0,
VT,Vermont,2015,August,Methadone (T40.3),9,9,100,0,
VT,Vermont,2015,September,Methadone (T40.3),9,9,100,0,
VT,Vermont,2015,October,Methadone (T40.3),8,8,100,0,
VT,Vermont,2015,November,Methadone (T40.3),7,7,100,0,
VT,Vermont,2015,December,Methadone (T40.3),8,8,100,0,
VT,Vermont,2016,January,Methadone (T40.3),9,9,100,0,
VT,Vermont,2016,February,Methadone (T40.3),9,9,100,0,
VT,Vermont,2016,March,Methadone (T40.3),10,10,100,0,
VT,Vermont,2016,April,Methadone (T40.3),10,10,100,0,
VT,Vermont,2016,May,Methadone (T40.3),8,8,100,0,
VT,Vermont,2016,June,Methadone (T40.3),9,9,100,0,
VT,Vermont,2016,July,Methadone (T40.3),9,9,100,0,
VT,Vermont,2016,August,Methadone (T40.3),10,10,100,0,
VT,Vermont,2016,September,Methadone (T40.3),10,10,100,0,
VT,Vermont,2016,October,Methadone (T40.3),13,13,100,0,
VT,Vermont,2016,November,Methadone (T40.3),13,13,100,0,
VT,Vermont,2016,December,Methadone (T40.3),12,12,100,0,
VT,Vermont,2017,January,Methadone (T40.3),12,12,100,0,* Underreported due to incomplete data
VT,Vermont,2017,February,Methadone (T40.3),13,13,100,0,* Underreported due to incomplete data
VT,Vermont,2017,March,Methadone (T40.3),14,14,100,0,* Underreported due to incomplete data
VT,Vermont,2017,April,Methadone (T40.3),13,13,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,Methadone (T40.3),13,13,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,Methadone (T40.3),12,12,100,0,* Underreported due to incomplete data
VT,Vermont,2017,July,Methadone (T40.3),13,14,100,0,* Underreported due to incomplete data
VT,Vermont,2017,August,Methadone (T40.3),13,14,100,0,* Underreported due to incomplete data
VT,Vermont,2017,September,Methadone (T40.3),14,15,100,0,* Underreported due to incomplete data
VT,Vermont,2017,October,Methadone (T40.3),12,13,100,0,* Underreported due to incomplete data
VT,Vermont,2017,November,Methadone (T40.3),14,15,100,0,* Underreported due to incomplete data
VT,Vermont,2017,December,Methadone (T40.3),15,15,100,0,* Underreported due to incomplete data
VT,Vermont,2018,January,Methadone (T40.3),15,15,100,0,* Underreported due to incomplete data
VT,Vermont,2015,January,Natural & semi-synthetic opioids (T40.2),18,19,100,0,
VT,Vermont,2015,February,Natural & semi-synthetic opioids (T40.2),20,21,100,0,
VT,Vermont,2015,March,Natural & semi-synthetic opioids (T40.2),22,23,100,0,
VT,Vermont,2015,April,Natural & semi-synthetic opioids (T40.2),21,22,100,0,
VT,Vermont,2015,May,Natural & semi-synthetic opioids (T40.2),21,22,100,0,
VT,Vermont,2015,June,Natural & semi-synthetic opioids (T40.2),22,23,100,0,
VT,Vermont,2015,July,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,Vermont,2015,August,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,Vermont,2015,September,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,Vermont,2015,October,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,Vermont,2015,November,Natural & semi-synthetic opioids (T40.2),25,26,100,0,
VT,Vermont,2015,December,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,Vermont,2016,January,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,Vermont,2016,February,Natural & semi-synthetic opioids (T40.2),25,26,100,0,
VT,Vermont,2016,March,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,Vermont,2016,April,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,Vermont,2016,May,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,Vermont,2016,June,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,Vermont,2016,July,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,Vermont,2016,August,Natural & semi-synthetic opioids (T40.2),27,28,100,0,
VT,Vermont,2016,September,Natural & semi-synthetic opioids (T40.2),25,26,100,0,
VT,Vermont,2016,October,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,Vermont,2016,November,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,Vermont,2016,December,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,Vermont,2017,January,Natural & semi-synthetic opioids (T40.2),22,22,100,0,* Underreported due to incomplete data
VT,Vermont,2017,February,Natural & semi-synthetic opioids (T40.2),22,23,100,0,* Underreported due to incomplete data
VT,Vermont,2017,March,Natural & semi-synthetic opioids (T40.2),26,27,100,0,* Underreported due to incomplete data
VT,Vermont,2017,April,Natural & semi-synthetic opioids (T40.2),26,27,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,Natural & semi-synthetic opioids (T40.2),24,24,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,Natural & semi-synthetic opioids (T40.2),24,25,100,0,* Underreported due to incomplete data
VT,Vermont,2017,July,Natural & semi-synthetic opioids (T40.2),27,28,100,0,* Underreported due to incomplete data
VT,Vermont,2017,August,Natural & semi-synthetic opioids (T40.2),23,24,100,0,* Underreported due to incomplete data
VT,Vermont,2017,September,Natural & semi-synthetic opioids (T40.2),24,25,100,0,* Underreported due to incomplete data
VT,Vermont,2017,October,Natural & semi-synthetic opioids (T40.2),25,26,100,0,* Underreported due to incomplete data
VT,Vermont,2017,November,Natural & semi-synthetic opioids (T40.2),28,29,100,0,* Underreported due to incomplete data
VT,Vermont,2017,December,Natural & semi-synthetic opioids (T40.2),27,27,100,0,* Underreported due to incomplete data
VT,Vermont,2018,January,Natural & semi-synthetic opioids (T40.2),28,28,100,0,* Underreported due to incomplete data
VT,Vermont,2015,January,Number of Deaths,"5,573",,100,0,
VT,Vermont,2015,February,Number of Deaths,"5,639",,100,0,
VT,Vermont,2015,March,Number of Deaths,"5,683",,100,0,
VT,Vermont,2015,April,Number of Deaths,"5,776",,100,0,
VT,Vermont,2015,May,Number of Deaths,"5,799",,100,0,
VT,Vermont,2015,June,Number of Deaths,"5,819",,100,0,
VT,Vermont,2015,July,Number of Deaths,"5,816",,100,0,
VT,Vermont,2015,August,Number of Deaths,"5,793",,100,0,
VT,Vermont,2015,September,Number of Deaths,"5,748",,100,0,
VT,Vermont,2015,October,Number of Deaths,"5,711",,100,0,
VT,Vermont,2015,November,Number of Deaths,"5,737",,100,0,
VT,Vermont,2015,December,Number of Deaths,"5,770",,100,0,
VT,Vermont,2016,January,Number of Deaths,"5,734",,100,0,
VT,Vermont,2016,February,Number of Deaths,"5,710",,100,0,
VT,Vermont,2016,March,Number of Deaths,"5,729",,100,0,
VT,Vermont,2016,April,Number of Deaths,"5,666",,100,0,
VT,Vermont,2016,May,Number of Deaths,"5,671",,100,0,
VT,Vermont,2016,June,Number of Deaths,"5,670",,100,0,
VT,Vermont,2016,July,Number of Deaths,"5,715",,100,0,
VT,Vermont,2016,August,Number of Deaths,"5,728",,100,0,
VT,Vermont,2016,September,Number of Deaths,"5,754",,100,0,
VT,Vermont,2016,October,Number of Deaths,"5,775",,100,0,
VT,Vermont,2016,November,Number of Deaths,"5,749",,100,0,
VT,Vermont,2016,December,Number of Deaths,"5,787",,100,0,
VT,Vermont,2017,January,Number of Deaths,"5,821",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,February,Number of Deaths,"5,799",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,March,Number of Deaths,"5,792",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,April,Number of Deaths,"5,838",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,Number of Deaths,"5,815",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,Number of Deaths,"5,811",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,July,Number of Deaths,"5,781",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,August,Number of Deaths,"5,780",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,September,Number of Deaths,"5,774",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,October,Number of Deaths,"5,763",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,November,Number of Deaths,"5,779",,100,0,* Underreported due to incomplete data
VT,Vermont,2017,December,Number of Deaths,"5,775",,100,0,* Underreported due to incomplete data
VT,Vermont,2018,January,Number of Deaths,"5,815",,100,0,* Underreported due to incomplete data
VT,Vermont,2015,January,Number of Drug Overdose Deaths,76,77,100,0,
VT,Vermont,2015,February,Number of Drug Overdose Deaths,77,78,100,0,
VT,Vermont,2015,March,Number of Drug Overdose Deaths,82,83,100,0,
VT,Vermont,2015,April,Number of Drug Overdose Deaths,85,86,100,0,
VT,Vermont,2015,May,Number of Drug Overdose Deaths,91,92,100,0,
VT,Vermont,2015,June,Number of Drug Overdose Deaths,94,95,100,0,
VT,Vermont,2015,July,Number of Drug Overdose Deaths,95,96,100,0,
VT,Vermont,2015,August,Number of Drug Overdose Deaths,100,101,100,0,
VT,Vermont,2015,September,Number of Drug Overdose Deaths,100,101,100,0,
VT,Vermont,2015,October,Number of Drug Overdose Deaths,96,97,100,0,
VT,Vermont,2015,November,Number of Drug Overdose Deaths,99,100,100,0,
VT,Vermont,2015,December,Number of Drug Overdose Deaths,99,100,100,0,
VT,Vermont,2016,January,Number of Drug Overdose Deaths,100,101,100,0,
VT,Vermont,2016,February,Number of Drug Overdose Deaths,105,106,100,0,
VT,Vermont,2016,March,Number of Drug Overdose Deaths,104,105,100,0,
VT,Vermont,2016,April,Number of Drug Overdose Deaths,107,108,100,0,
VT,Vermont,2016,May,Number of Drug Overdose Deaths,104,105,100,0,
VT,Vermont,2016,June,Number of Drug Overdose Deaths,107,108,100,0,
VT,Vermont,2016,July,Number of Drug Overdose Deaths,110,111,100,0,
VT,Vermont,2016,August,Number of Drug Overdose Deaths,115,116,100,0,
VT,Vermont,2016,September,Number of Drug Overdose Deaths,118,119,100,0,
VT,Vermont,2016,October,Number of Drug Overdose Deaths,129,130,100,0,
VT,Vermont,2016,November,Number of Drug Overdose Deaths,128,129,100,0,
VT,Vermont,2016,December,Number of Drug Overdose Deaths,136,137,100,0,
VT,Vermont,2017,January,Number of Drug Overdose Deaths,137,137,100,0,* Underreported due to incomplete data
VT,Vermont,2017,February,Number of Drug Overdose Deaths,139,139,100,0,* Underreported due to incomplete data
VT,Vermont,2017,March,Number of Drug Overdose Deaths,143,143,100,0,* Underreported due to incomplete data
VT,Vermont,2017,April,Number of Drug Overdose Deaths,143,143,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,Number of Drug Overdose Deaths,141,141,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,Number of Drug Overdose Deaths,138,139,100,0,* Underreported due to incomplete data
VT,Vermont,2017,July,Number of Drug Overdose Deaths,141,142,100,0,* Underreported due to incomplete data
VT,Vermont,2017,August,Number of Drug Overdose Deaths,132,134,100,0,* Underreported due to incomplete data
VT,Vermont,2017,September,Number of Drug Overdose Deaths,130,132,100,0,* Underreported due to incomplete data
VT,Vermont,2017,October,Number of Drug Overdose Deaths,126,127,100,0,* Underreported due to incomplete data
VT,Vermont,2017,November,Number of Drug Overdose Deaths,135,136,100,0,* Underreported due to incomplete data
VT,Vermont,2017,December,Number of Drug Overdose Deaths,128,128,100,0,* Underreported due to incomplete data
VT,Vermont,2018,January,Number of Drug Overdose Deaths,129,129,100,0,* Underreported due to incomplete data
VT,Vermont,2015,January,"Opioids (T40.0-T40.4,T40.6)",58,59,100,0,
VT,Vermont,2015,February,"Opioids (T40.0-T40.4,T40.6)",58,59,100,0,
VT,Vermont,2015,March,"Opioids (T40.0-T40.4,T40.6)",62,63,100,0,
VT,Vermont,2015,April,"Opioids (T40.0-T40.4,T40.6)",66,67,100,0,
VT,Vermont,2015,May,"Opioids (T40.0-T40.4,T40.6)",70,71,100,0,
VT,Vermont,2015,June,"Opioids (T40.0-T40.4,T40.6)",72,73,100,0,
VT,Vermont,2015,July,"Opioids (T40.0-T40.4,T40.6)",74,75,100,0,
VT,Vermont,2015,August,"Opioids (T40.0-T40.4,T40.6)",80,81,100,0,
VT,Vermont,2015,September,"Opioids (T40.0-T40.4,T40.6)",79,80,100,0,
VT,Vermont,2015,October,"Opioids (T40.0-T40.4,T40.6)",76,77,100,0,
VT,Vermont,2015,November,"Opioids (T40.0-T40.4,T40.6)",79,80,100,0,
VT,Vermont,2015,December,"Opioids (T40.0-T40.4,T40.6)",77,78,100,0,
VT,Vermont,2016,January,"Opioids (T40.0-T40.4,T40.6)",79,80,100,0,
VT,Vermont,2016,February,"Opioids (T40.0-T40.4,T40.6)",83,84,100,0,
VT,Vermont,2016,March,"Opioids (T40.0-T40.4,T40.6)",84,85,100,0,
VT,Vermont,2016,April,"Opioids (T40.0-T40.4,T40.6)",84,85,100,0,
VT,Vermont,2016,May,"Opioids (T40.0-T40.4,T40.6)",83,84,100,0,
VT,Vermont,2016,June,"Opioids (T40.0-T40.4,T40.6)",84,85,100,0,
VT,Vermont,2016,July,"Opioids (T40.0-T40.4,T40.6)",87,88,100,0,
VT,Vermont,2016,August,"Opioids (T40.0-T40.4,T40.6)",91,92,100,0,
VT,Vermont,2016,September,"Opioids (T40.0-T40.4,T40.6)",94,95,100,0,
VT,Vermont,2016,October,"Opioids (T40.0-T40.4,T40.6)",102,103,100,0,
VT,Vermont,2016,November,"Opioids (T40.0-T40.4,T40.6)",100,101,100,0,
VT,Vermont,2016,December,"Opioids (T40.0-T40.4,T40.6)",107,108,100,0,
VT,Vermont,2017,January,"Opioids (T40.0-T40.4,T40.6)",109,109,100,0,* Underreported due to incomplete data
VT,Vermont,2017,February,"Opioids (T40.0-T40.4,T40.6)",110,110,100,0,* Underreported due to incomplete data
VT,Vermont,2017,March,"Opioids (T40.0-T40.4,T40.6)",114,114,100,0,* Underreported due to incomplete data
VT,Vermont,2017,April,"Opioids (T40.0-T40.4,T40.6)",115,115,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,"Opioids (T40.0-T40.4,T40.6)",112,112,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,"Opioids (T40.0-T40.4,T40.6)",112,113,100,0,* Underreported due to incomplete data
VT,Vermont,2017,July,"Opioids (T40.0-T40.4,T40.6)",116,117,100,0,* Underreported due to incomplete data
VT,Vermont,2017,August,"Opioids (T40.0-T40.4,T40.6)",109,111,100,0,* Underreported due to incomplete data
VT,Vermont,2017,September,"Opioids (T40.0-T40.4,T40.6)",106,108,100,0,* Underreported due to incomplete data
VT,Vermont,2017,October,"Opioids (T40.0-T40.4,T40.6)",104,105,100,0,* Underreported due to incomplete data
VT,Vermont,2017,November,"Opioids (T40.0-T40.4,T40.6)",115,116,100,0,* Underreported due to incomplete data
VT,Vermont,2017,December,"Opioids (T40.0-T40.4,T40.6)",110,110,100,0,* Underreported due to incomplete data
VT,Vermont,2018,January,"Opioids (T40.0-T40.4,T40.6)",111,111,100,0,* Underreported due to incomplete data
VT,Vermont,2015,January,Percent with drugs specified,100,,100,0,
VT,Vermont,2015,February,Percent with drugs specified,100,,100,0,
VT,Vermont,2015,March,Percent with drugs specified,98.7804878,,100,0,
VT,Vermont,2015,April,Percent with drugs specified,98.82352941,,100,0,
VT,Vermont,2015,May,Percent with drugs specified,98.9010989,,100,0,
VT,Vermont,2015,June,Percent with drugs specified,98.93617021,,100,0,
VT,Vermont,2015,July,Percent with drugs specified,97.89473684,,100,0,
VT,Vermont,2015,August,Percent with drugs specified,98,,100,0,
VT,Vermont,2015,September,Percent with drugs specified,98,,100,0,
VT,Vermont,2015,October,Percent with drugs specified,97.91666667,,100,0,
VT,Vermont,2015,November,Percent with drugs specified,97.97979798,,100,0,
VT,Vermont,2015,December,Percent with drugs specified,97.97979798,,100,0,
VT,Vermont,2016,January,Percent with drugs specified,97,,100,0,
VT,Vermont,2016,February,Percent with drugs specified,97.14285714,,100,0,
VT,Vermont,2016,March,Percent with drugs specified,97.11538462,,100,0,
VT,Vermont,2016,April,Percent with drugs specified,97.19626168,,100,0,
VT,Vermont,2016,May,Percent with drugs specified,97.11538462,,100,0,
VT,Vermont,2016,June,Percent with drugs specified,97.19626168,,100,0,
VT,Vermont,2016,July,Percent with drugs specified,98.18181818,,100,0,
VT,Vermont,2016,August,Percent with drugs specified,98.26086957,,100,0,
VT,Vermont,2016,September,Percent with drugs specified,98.30508475,,100,0,
VT,Vermont,2016,October,Percent with drugs specified,98.4496124,,100,0,
VT,Vermont,2016,November,Percent with drugs specified,97.65625,,100,0,
VT,Vermont,2016,December,Percent with drugs specified,97.79411765,,100,0,
VT,Vermont,2017,January,Percent with drugs specified,98.54014599,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,February,Percent with drugs specified,98.56115108,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,March,Percent with drugs specified,99.3006993,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,April,Percent with drugs specified,99.3006993,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,Percent with drugs specified,99.29078014,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,Percent with drugs specified,99.27536232,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,July,Percent with drugs specified,99.29078014,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,August,Percent with drugs specified,99.24242424,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,September,Percent with drugs specified,99.23076923,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,October,Percent with drugs specified,99.20634921,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,November,Percent with drugs specified,100,,100,0,* Underreported due to incomplete data
VT,Vermont,2017,December,Percent with drugs specified,100,,100,0,* Underreported due to incomplete data
VT,Vermont,2018,January,Percent with drugs specified,100,,100,0,* Underreported due to incomplete data
VT,Vermont,2015,January,Psychostimulants with abuse potential (T43.6),5,6,100,0,
VT,Vermont,2015,February,Psychostimulants with abuse potential (T43.6),5,6,100,0,
VT,Vermont,2015,March,Psychostimulants with abuse potential (T43.6),4,5,100,0,
VT,Vermont,2015,April,Psychostimulants with abuse potential (T43.6),4,5,100,0,
VT,Vermont,2015,May,Psychostimulants with abuse potential (T43.6),4,5,100,0,
VT,Vermont,2015,June,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,Vermont,2015,July,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,Vermont,2015,August,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,Vermont,2015,September,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,Vermont,2015,October,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,Vermont,2015,November,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,Vermont,2015,December,Psychostimulants with abuse potential (T43.6),0,0,100,0,
VT,Vermont,2016,January,Psychostimulants with abuse potential (T43.6),0,0,100,0,
VT,Vermont,2016,February,Psychostimulants with abuse potential (T43.6),0,0,100,0,
VT,Vermont,2016,March,Psychostimulants with abuse potential (T43.6),0,0,100,0,
VT,Vermont,2016,April,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,Vermont,2016,May,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,Vermont,2016,June,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,Vermont,2016,July,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,Vermont,2016,August,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,Vermont,2016,September,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,Vermont,2016,October,Psychostimulants with abuse potential (T43.6),2,3,100,0,
VT,Vermont,2016,November,Psychostimulants with abuse potential (T43.6),2,3,100,0,
VT,Vermont,2016,December,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,Vermont,2017,January,Psychostimulants with abuse potential (T43.6),4,5,100,0,* Underreported due to incomplete data
VT,Vermont,2017,February,Psychostimulants with abuse potential (T43.6),5,6,100,0,* Underreported due to incomplete data
VT,Vermont,2017,March,Psychostimulants with abuse potential (T43.6),9,10,100,0,* Underreported due to incomplete data
VT,Vermont,2017,April,Psychostimulants with abuse potential (T43.6),8,9,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,Psychostimulants with abuse potential (T43.6),8,9,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,Psychostimulants with abuse potential (T43.6),8,9,100,0,* Underreported due to incomplete data
VT,Vermont,2017,July,Psychostimulants with abuse potential (T43.6),8,9,100,0,* Underreported due to incomplete data
VT,Vermont,2017,August,Psychostimulants with abuse potential (T43.6),9,10,100,0,* Underreported due to incomplete data
VT,Vermont,2017,September,Psychostimulants with abuse potential (T43.6),9,10,100,0,* Underreported due to incomplete data
VT,Vermont,2017,October,Psychostimulants with abuse potential (T43.6),9,10,100,0,* Underreported due to incomplete data
VT,Vermont,2017,November,Psychostimulants with abuse potential (T43.6),10,11,100,0,* Underreported due to incomplete data
VT,Vermont,2017,December,Psychostimulants with abuse potential (T43.6),9,9,100,0,* Underreported due to incomplete data
VT,Vermont,2018,January,Psychostimulants with abuse potential (T43.6),9,10,100,0,* Underreported due to incomplete data
VT,Vermont,2015,January,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0,
VT,Vermont,2015,February,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0,
VT,Vermont,2015,March,"Synthetic opioids, excl. methadone (T40.4)",19,20,100,0,
VT,Vermont,2015,April,"Synthetic opioids, excl. methadone (T40.4)",23,24,100,0,
VT,Vermont,2015,May,"Synthetic opioids, excl. methadone (T40.4)",25,26,100,0,
VT,Vermont,2015,June,"Synthetic opioids, excl. methadone (T40.4)",27,28,100,0,
VT,Vermont,2015,July,"Synthetic opioids, excl. methadone (T40.4)",27,28,100,0,
VT,Vermont,2015,August,"Synthetic opioids, excl. methadone (T40.4)",33,34,100,0,
VT,Vermont,2015,September,"Synthetic opioids, excl. methadone (T40.4)",32,33,100,0,
VT,Vermont,2015,October,"Synthetic opioids, excl. methadone (T40.4)",32,33,100,0,
VT,Vermont,2015,November,"Synthetic opioids, excl. methadone (T40.4)",36,37,100,0,
VT,Vermont,2015,December,"Synthetic opioids, excl. methadone (T40.4)",33,34,100,0,
VT,Vermont,2016,January,"Synthetic opioids, excl. methadone (T40.4)",33,34,100,0,
VT,Vermont,2016,February,"Synthetic opioids, excl. methadone (T40.4)",34,35,100,0,
VT,Vermont,2016,March,"Synthetic opioids, excl. methadone (T40.4)",39,40,100,0,
VT,Vermont,2016,April,"Synthetic opioids, excl. methadone (T40.4)",36,37,100,0,
VT,Vermont,2016,May,"Synthetic opioids, excl. methadone (T40.4)",35,36,100,0,
VT,Vermont,2016,June,"Synthetic opioids, excl. methadone (T40.4)",36,37,100,0,
VT,Vermont,2016,July,"Synthetic opioids, excl. methadone (T40.4)",39,40,100,0,
VT,Vermont,2016,August,"Synthetic opioids, excl. methadone (T40.4)",39,40,100,0,
VT,Vermont,2016,September,"Synthetic opioids, excl. methadone (T40.4)",43,44,100,0,
VT,Vermont,2016,October,"Synthetic opioids, excl. methadone (T40.4)",47,48,100,0,
VT,Vermont,2016,November,"Synthetic opioids, excl. methadone (T40.4)",47,48,100,0,
VT,Vermont,2016,December,"Synthetic opioids, excl. methadone (T40.4)",56,57,100,0,
VT,Vermont,2017,January,"Synthetic opioids, excl. methadone (T40.4)",61,61,100,0,* Underreported due to incomplete data
VT,Vermont,2017,February,"Synthetic opioids, excl. methadone (T40.4)",63,63,100,0,* Underreported due to incomplete data
VT,Vermont,2017,March,"Synthetic opioids, excl. methadone (T40.4)",64,65,100,0,* Underreported due to incomplete data
VT,Vermont,2017,April,"Synthetic opioids, excl. methadone (T40.4)",69,70,100,0,* Underreported due to incomplete data
VT,Vermont,2017,May,"Synthetic opioids, excl. methadone (T40.4)",70,71,100,0,* Underreported due to incomplete data
VT,Vermont,2017,June,"Synthetic opioids, excl. methadone (T40.4)",71,73,100,0,* Underreported due to incomplete data
